,sector,qf_code,title,download_link
1041,Media & Entertainment,2019/ME/MESC/3442,Make-up Artist,https://nqr.gov.in/sites/default/files/NSQF%20Make%20up%20Artist.pdf
1042,Media & Entertainment,2019/ME/MESC/3452,SALES EXECUTIVE,https://nqr.gov.in/sites/default/files/NSQF%20Sales%20Executive.pdf
1043,IT-ITeS,2019/ITES/HKCL/3552,Haryana State Certificate in Information Technology (HS-CIT),https://nqr.gov.in/sites/default/files/Revised%20QF%20HS-CIT%20V7.pdf
1044,Media & Entertainment,2019/ME/MESC/3410,SEARCH ENGINE OPTIMIZATION EXECUTIVE,https://nqr.gov.in/sites/default/files/NSQF_Search_Engine_Optimization_Executive.pdf
1045,Media & Entertainment,2019/ME/MESC/3447,Rendering Artist,https://nqr.gov.in/sites/default/files/NSQF%20Rendering%20Artist.pdf
1046,Media & Entertainment,2019/ME/MESC/3446,PROSTHETICS ARTIST,https://nqr.gov.in/sites/default/files/NSQF%20Prostetic%20artist.pdf
1047,Media & Entertainment,2019/ME/MESC/3412,Social Media Executive,https://nqr.gov.in/sites/default/files/NSQF_Social%20Media%20Executive.pdf
1048,Media & Entertainment,2019/ME/MESC/3445,Props Master,https://nqr.gov.in/sites/default/files/NSQF%20Props%20Master.pdf
1049,Media & Entertainment,2019/ME/MESC/3409,Social Media Manager,https://nqr.gov.in/sites/default/files/NSQF_Social%20Media%20Manager_L5.pdf
1050,Media & Entertainment,2019/ME/MESC/3443,Modeller,https://nqr.gov.in/sites/default/files/NSQF%20Modeller.pdf
1051,Media & Entertainment,2019/ME/MESC/3453,SALES MANAGER,https://nqr.gov.in/sites/default/files/NSQF%20Sales%20Manager.pdf
1052,Media & Entertainment,2019/ME/MESC/3454,SCRIPT EDITOR,https://nqr.gov.in/sites/default/files/NSQF%20Script%20Editor.pdf
1053,Media & Entertainment,2019/ME/MESC/3455,SCRIPT RESEARCHER,https://nqr.gov.in/sites/default/files/NSQF%20Script%20Researcher%20%281%29.pdf
1054,Media & Entertainment,2019/ME/MESC/3421,ADVERTISING OPERATIONS COORDINATOR,https://nqr.gov.in/sites/default/files/NSQF-Advertising%20operation%20coordinator.pdf
1055,Media & Entertainment,2019/ME/MESC/3422,Animation Director,https://nqr.gov.in/sites/default/files/NSQF-Animation%20Director_0.pdf
1056,Media & Entertainment,2019/ME/MESC/3428,Character designer,https://nqr.gov.in/sites/default/files/NSQF-Character%20Design.pdf
1057,Media & Entertainment,2019/ME/MESC/3437,Layout designer,https://nqr.gov.in/sites/default/files/NSQF-Layout%20designer_0.pdf
1058,Media & Entertainment,2019/ME/MESC/3451,SALES DIRECTOR,https://nqr.gov.in/sites/default/files/NSQF-Sales%20Director_0.pdf
1059,Media & Entertainment,2019/ME/MESC/3457,SET CARPENTER,https://nqr.gov.in/sites/default/files/NSQF-Set%20Carpenter_0.pdf
1060,Media & Entertainment,2019/ME/MESC/3458,Set Decorator,https://nqr.gov.in/sites/default/files/NSQF-Set%20Decorator.pdf
1061,Media & Entertainment,2019/ME/MESC/3459,Set Painter,https://nqr.gov.in/sites/default/files/NSQF-Set%20Painter_0.pdf
1062,Media & Entertainment,2019/ME/MESC/3460,Set Plasterer,https://nqr.gov.in/sites/default/files/NSQF-Set%20Plasterer_0.pdf
1063,Media & Entertainment,2019/ME/MESC/3461,Sound Assistant,https://nqr.gov.in/sites/default/files/NSQF-Sound%20Assistant_0.pdf
1064,Media & Entertainment,2019/ME/MESC/3462,Sound Designer,https://nqr.gov.in/sites/default/files/NSQF-Sound%20Designer_0.pdf
1065,Media & Entertainment,2019/ME/MESC/3463,Sound Editor,https://nqr.gov.in/sites/default/files/NSQF-Sound%20Editor_1.pdf
1066,Media & Entertainment,2019/ME/MESC/3464,Sound Engineer,https://nqr.gov.in/sites/default/files/NSQF-Sound%20Engineer_0.pdf
1067,Media & Entertainment,2019/ME/MESC/3465,Storyboard Artist,https://nqr.gov.in/sites/default/files/NSQF-Story%20Board%20Artist_0.pdf
1068,Media & Entertainment,2019/ME/MESC/3466,Texturing,https://nqr.gov.in/sites/default/files/NSQF-Texturing%20Artist.pdf
1069,Media & Entertainment,2019/ME/MESC/3467,TRAFFIC COORDINATOR (Media Organisations),https://nqr.gov.in/sites/default/files/NSQF-Traffic%20Coordinator_0.pdf
1070,Media & Entertainment,2019/ME/MESC/3468,Unit Production Manager,https://nqr.gov.in/sites/default/files/NSQF-Unit%20Production%20Manager_0.pdf
1071,Media & Entertainment,2019/ME/MESC/3469,VFX Editor,https://nqr.gov.in/sites/default/files/NSQF-VFX%20Editor_0.pdf
1072,Media & Entertainment,2019/ME/MESC/3419,ACCOUNT DIRECTOR,https://nqr.gov.in/sites/default/files/QFile%20Account%20Director.pdf
1073,Media & Entertainment,2019/ME/MESC/3420,ACCOUNT EXECUTIVE,https://nqr.gov.in/sites/default/files/QFile%20ACCOUNT%20EXECUTIVE_0.pdf
1074,Media & Entertainment,2019/ME/MESC/3448,Rigger,https://nqr.gov.in/sites/default/files/QF-Rigging%20Artist.pdf
1075,Media & Entertainment,2019/ME/MESC/3449,Roto Artist,https://nqr.gov.in/sites/default/files/QF-Roto%20Artist.pdf
1076,Agriculture,2019/AGR/ASCI/3261,Agri Commodity Fumigation Operator,https://nqr.gov.in/sites/default/files/QF-%20Agri%20Commodity%20FUmigation%20Operator.pdf
1077,Environmental Science,2018/ES/MOEF/02543,Certificate Course in Bird Identification and Basic Ornithology,https://nqr.gov.in/sites/default/files/Q-File%20Certificate%20Course%20in%20Bird%20Identification%20and%20Basic%20Ornithology.pdf
1078,Environmental Science,2018/ES/MOEF/02544,Certificate Course in Bird migration and migration study techniques,https://nqr.gov.in/sites/default/files/QF_Bird%20migration%20and%20migration%20study%20techniques%20pdf.pdf
1079,Media & Entertainment,2019/ME/MESC/3427,Camera Operator,https://nqr.gov.in/sites/default/files/NSQF%20Camera%20Operator.pdf
1080,Media & Entertainment,2019/ME/MESC/3426,Assistant Cameraman,https://nqr.gov.in/sites/default/files/NSQF%20Assistant%20Camera.pdf
1081,Environmental Science,2018/ES/MOEF/02549,Certificate Course in Forest Fire Management,https://nqr.gov.in/sites/default/files/Q-File%20-Certificate%20Course%20in%20Forest%20Fire%20Management.pdf
1082,Environmental Science,2018/ES/MOEF/02548,Certificate Course on Plant Tissue Culture Techniques and its Applications,https://nqr.gov.in/sites/default/files/Q-File-%20Certificate%20Course%20on%20Plant%20Tissue%20Culture%20Techniques%20and%20its%20Applications.pdf
1083,Environmental Science,2018/ES/MOEF/02547,Certificate Course on Propagation and Management of Bamboo,https://nqr.gov.in/sites/default/files/Q-File-%20Certificate%20Course%20on%20Propagation%20and%20Management%20of%20Bamboo.pdf
1084,Environmental Science,2018/ES/MOEF/02545,Certificate course in on Valuation of ecosystem of goods and services,https://nqr.gov.in/sites/default/files/Q-File-%20Certificate%20course%20in%20%20on%20Valuation%20of%20ecosystem%20of%20goods%20and%20services.pdf
1085,IT-ITeS,2019/ITES/HKCL/3560,Desktop Publisher using CorelDraw,https://nqr.gov.in/sites/default/files/Revised%20QF%20V7%20Desktop%20Publisher%20Using%20CorelDraw.pdf
1086,Environmental Science,2018/ES/MOEF/02546,Certificate course in Value Addition & Marketing of Non-timber forest products (NTFPs)- (Plant Origin),https://nqr.gov.in/sites/default/files/QF_Value%20addition%20%26%20marketing%20of%20NTFPs_0.pdf
1087,Construction,2019/CON/CSDCI/3308,False Ceiling and Drywall Installer,https://nqr.gov.in/sites/default/files/NSQC%20File-%20False%20Ceiling%20and%20Drywall%20Installer.pdf
1088,Environmental Science,2018/ES/MOEF/02550,Certificate Course in Water Budgeting and Auditing,https://nqr.gov.in/sites/default/files/q-file%20Certificate%20Course%20in%20Water%20Budgeting%20and%20Auditing.pdf
1089,IT-ITeS,2019/ITES/NIELIT /3171,"Certificate Course in ITES BPO, Soft Skills & Communicative English",https://nqr.gov.in/sites/default/files/Certificate%20Course%20in%20ITES%20BPO%2C%20Soft%20Skills%20%26%20Communicative%20English.pdf
1090,"Transportation, Logistics & Warehousing",2019/TLW/LSC/3400,Vessel Operator Grade 1,https://nqr.gov.in/sites/default/files/LSCQ4101_Vessel%20Operator%20Grade%201_Q%20File..pdf
1091,"Transportation, Logistics & Warehousing",2019/TLW/LSC/3401,Vessel Operator Grade 2,https://nqr.gov.in/sites/default/files/LSCQ4102_Vessel%20Operator%20Grade%202_Q%20File..pdf
1092,"Transportation, Logistics & Warehousing",2019/TLW/LSC/3402,Vessel Operator Grade 3,https://nqr.gov.in/sites/default/files/LSCQ4103_Vessel%20Operator%20Grade%203_Q%20File..pdf
1093,"Transportation, Logistics & Warehousing",2018/TLW/LSC/2438,"Inventory, Materials Manager",https://nqr.gov.in/sites/default/files/LSCQ0104_Inventory%2C%20Materials%20Manager_Qfile.pdf
1094,"Transportation, Logistics & Warehousing",2018/TLW/LSC/2442,Land Transportation Associate,https://nqr.gov.in/sites/default/files/QF%20-%20Land%20Transportation%20Associate.pdf
1095,"Transportation, Logistics & Warehousing",2018/TLW/LSC/2443,Land Transportation Executive,https://nqr.gov.in/sites/default/files/QF%20-%20Land%20Transportation%20Executive.pdf
1096,"Transportation, Logistics & Warehousing",2018/TLW/LSC/2439,Land Transportation Manager,https://nqr.gov.in/sites/default/files/QF.%20Land%20Transportation%20Manager.pdf
1097,"Transportation, Logistics & Warehousing",2018/TLW/LSC/2441,MHE operator and technician,https://nqr.gov.in/sites/default/files/QF.%20MHE%20Operator%20and%20Technician_0.pdf
1098,"Transportation, Logistics & Warehousing",2018/TLW/LSC/2434,Perishable Product Handling Specialist,https://nqr.gov.in/sites/default/files/QF.%20Perishable%20Product%20Handing%20Specialist.pdf
1099,"Transportation, Logistics & Warehousing",2018/TLW/LSC/2435,Reefer Vehicle Operator,https://nqr.gov.in/sites/default/files/LSCQ8901_%20Reefer%20Vehicle%20Operator_%20Q%20File.pdf
1100,"Transportation, Logistics & Warehousing",2018/TLW/LSC/2436,Refrigeration and Maintenance Equipment Specialist,https://nqr.gov.in/sites/default/files/LSCQ9101_%20Refrigeration%20and%20Maintenance%20Equipment%20Specialist_Q%20File.pdf
1101,"Transportation, Logistics & Warehousing",2018/TLW/LSC/2449,Warehouse Associate,https://nqr.gov.in/sites/default/files/LSCQ0101_Warehouse%20Associate%20_%20Qfile.pdf
1102,"Transportation, Logistics & Warehousing",2018/TLW/LSC/2431,Cold Chain Engineering Specialist,https://nqr.gov.in/sites/default/files/LSCQ9201_Cold%20chain%20Engineering%20Specialist_%20Q%20File.pdf
1103,"Transportation, Logistics & Warehousing",2018/TLW/LSC/2450,Warehouse Executive,https://nqr.gov.in/sites/default/files/LSCQ0301_Warehouse%20Executive_Qfile.pdf
1104,"Transportation, Logistics & Warehousing",2018/TLW/LSC/2433,Cold Chain lead,https://nqr.gov.in/sites/default/files/LSCQ8702_%20Cold%20Chain%20Lead%20_%20Q%20File.pdf
1105,"Transportation, Logistics & Warehousing",2018/TLW/LSC/2437,Warehouse Manager,https://nqr.gov.in/sites/default/files/LSCQ010_Warehouse%20Manager%20_Qfile.pdf
1106,"Transportation, Logistics & Warehousing",2018/TLW/LSC/2432,Cold Chain Process Management Specialist,https://nqr.gov.in/sites/default/files/LSCQ8601_Cold%20Chain%20Process%20Management%20Specialist_Q%20File.pdf
1107,"Transportation, Logistics & Warehousing",2018/TLW/LSC/2440,"Warehouse, Inventory and Transport Manager",https://nqr.gov.in/sites/default/files/LSCQ0105_Warehouse%2C%20Inventory%20and%20Transport%20Manager_Qfile.pdf
1108,"Transportation, Logistics & Warehousing",2018/TLW/LSC/2451,Courier Associate,https://nqr.gov.in/sites/default/files/LSCQ1901_Courier%20Associate_Qfile.pdf
1109,"Transportation, Logistics & Warehousing",2018/TLW/LSC/2445,EXIM Supervisor,https://nqr.gov.in/sites/default/files/LSCQ2104_EXIM%20Supervisor_Qfile.pdf
1110,"Transportation, Logistics & Warehousing",2018/TLW/LSC/2452,Courier Executive,https://nqr.gov.in/sites/default/files/LSCQ1902_Courier%20Executive_Qfile_0.pdf
1111,"Transportation, Logistics & Warehousing",2018/TLW/LSC/2446,EXIM Manager,https://nqr.gov.in/sites/default/files/LSCQ2103_EXIM%20Manager_Qfile.pdf
1112,"Transportation, Logistics & Warehousing",2018/TLW/LSC/2454,Courier Manager,https://nqr.gov.in/sites/default/files/LSCQ1904_Courier%20Manager_Qfile.pdf
1113,"Transportation, Logistics & Warehousing",2018/TLW/LSC/2453,Courier Supervisor,https://nqr.gov.in/sites/default/files/LSCQ1903_Courier%20Supervisor_Qfile.pdf
1114,"Transportation, Logistics & Warehousing",2018/TLW/LSC/2448,E-commerce Manager,https://nqr.gov.in/sites/default/files/LSCQ2602_E-commerce%20Manager_Qfile.pdf
1115,"Transportation, Logistics & Warehousing",2018/TLW/LSC/2447,E-commerce – Team Lead,https://nqr.gov.in/sites/default/files/LSCQ2601_E-commerce%20Team%20Lead_Qfile.pdf
1116,"Transportation, Logistics & Warehousing",2018/TLW/LSC/2444,EXIM Executive,https://nqr.gov.in/sites/default/files/LSCQ2101_EXIM%20Executive_Qfile.pdf
1117,IT-ITeS,2019/ITES/NIELIT /3580,Bioinformatics ‘A’ Level,https://nqr.gov.in/sites/default/files/QF%20-%20Bioinformatics%20%E2%80%98A%E2%80%99%20Level.pdf
1118,IT-ITeS,2019/ITES/NIELIT /3581,Bioinformatics ‘O’ Level,https://nqr.gov.in/sites/default/files/QF%20-%20Bioinformatics%20%E2%80%98O%E2%80%99%20Level.pdf
1119,Electronics & HW,2019/EHW/ESSC/3583,EMS Operation & Maintenance Manager,https://nqr.gov.in/sites/default/files/QFile_EMS%20Operation%20%26%20Maintenance%20Manger.pdf
1120,Media & Entertainment,2019/ME/MESC/3444,PRODUCTION ASSISTANT,https://nqr.gov.in/sites/default/files/NSQF%20Production%20Assistant.pdf
1121,Electronics & HW,2019/EHW/IASC/3586,Installation & Commissioning Technician-Head End,https://nqr.gov.in/sites/default/files/Installation%20and%20Commissioning%20Technician-Head%20End-QF.pdf
1122,Chemicals & Petrochemicals,2019/CP/IASC/3585,Instrumentation Technician(Process Control),https://nqr.gov.in/sites/default/files/InstrumentationTechnician%28Process%20Control%29-QF.pdf
1123,Leather,2019/LT/LSSC/3383,Qualification Pack- Line Supervisor- Footwear,https://nqr.gov.in/sites/default/files/LSSC_QF_Line%20Supervisor_Oct%202018_0.pdf
1124,"Sports, Physical Education, Fitness & Leisure",2018/SPEFL/SPEFLSC/02509,Sports Masseur,https://nqr.gov.in/sites/default/files/Revised%20QF%20template_2018_Sports-Masseur_v2-converted.pdf
1125,Agriculture,2019/AGR/ASCI/3592,Agri-Clinic & Agri- Business Centre Manager,https://nqr.gov.in/sites/default/files/ACABC%20Q%20File.pdf
1126,Agriculture,2019/AGR/ASCI/3587,Farm Manager,https://nqr.gov.in/sites/default/files/Farm%20Manager%20%20Q%20File%2003022020.pdf
1127,Agriculture,2019/AGR/ASCI/3591,Agri Commodity Procurement Manager,https://nqr.gov.in/sites/default/files/NSQF%20-Revised%20QF%20Template%20V7%20AGRI%20COMMODITY%20PROCUREMENT%20MANAGER.pdf
1128,Agriculture,2019/AGR/ASCI/3589,Agri Research Analyst,https://nqr.gov.in/sites/default/files/NSQF%20-Revised%20QF%20Template%20V7%20AGRI%20RESEARCH%20ANALYST.pdf
1129,Agriculture,2019/AGR/ASCI/3593,Institution Development Manager,https://nqr.gov.in/sites/default/files/NSQF-%20Revised%20QF%20template%20V7%20INSTITUTION%20DEVELOPMENT%20MANAGER.pdf
1130,Agriculture,2019/AGR/ASCI/3590,Risk Analyst Manager-Agri Commodity,https://nqr.gov.in/sites/default/files/NSQF%20-Revised%20QF%20Template%20V7%20RISK%20ANALYST%20MANAGER.pdf
1131,Agriculture,2019/AGR/ASCI/3588,Cold Storage Manager,https://nqr.gov.in/sites/default/files/Cold%20Storage%20Manager_Revised%20QF%20template.pdf
1132,Healthcare,2019/HLT/HSSC/3594,Central Sterile Service Department Assistant (CSSD Assistant),https://nqr.gov.in/sites/default/files/QF%20CSSD%20Assistant%20with%20NSDA%20Code.pdf
1133,Healthcare,2019/HLT/HSSC/3597,Duty Manager – Patient Relation Services,https://nqr.gov.in/sites/default/files/QF%20Duty%20Manager%20-%20Patient%20Relation%20Services%20with%20NSDA%20Code.pdf
1134,Healthcare,2019/HLT/HSSC/3595,Geriatric Care Assistant,https://nqr.gov.in/sites/default/files/QF%20Geriatric%20Care%20Assistant%20with%20NSDA%20Code.pdf
1135,Healthcare,2019/HLT/HSSC/3596,Healthcare Quality Assurance Manager,https://nqr.gov.in/sites/default/files/QF%20Healthcare%20Quality%20Assurance%20Manager%20%281%29%20%281%29.pdf
1136,Textile & Handloom,2020/TEXT/MOT/03614,Handloom Weaving - Two Treadles,https://nqr.gov.in/sites/default/files/QF-%20Handloom%20Weaving-%20Two%20Treadle_0.pdf
1137,Textile & Handloom,2020/TEXT/MOT/03615,Handloom Weaving - Multi Treadles,https://nqr.gov.in/sites/default/files/Handloom%20Weaving%20-%20Multi%20Treadles%20%28TC%20HLM%2007%29-converted.pdf
1138,Textile & Handloom,2020/TEXT/MOT/03616,Handloom Weaving - Draw boy or Jala,https://nqr.gov.in/sites/default/files/QF-%20HANDLOOM%20WEAVING-%20DRAW%20BOY%20OR%20JALA.pdf
1139,Oﬃce Administration & Facility Management,2020/OAFM/MEPSC/3608,Data Quality Assurance Executive,https://nqr.gov.in/sites/default/files/Data%20Quality%20Assurance%20Executive.pdf
1140,Textile & Handloom,2020/TEXT/MOT/03765,Handloom Weaving (Advance) – Dobby,https://nqr.gov.in/sites/default/files/QF-Handloom%20Weaving%20%28advance%29-%20Dobby.pdf
1141,Textile & Handloom,2020/TEXT/MOT/03766,Handloom Weaving (Advance) - Jacquard,https://nqr.gov.in/sites/default/files/QF-Handloom%20weaving%20%28Advance%29-%20Jacquard.pdf
1142,Textile & Handloom,2020/TEXT/MOT/03764,Handloom Design (Manual),https://nqr.gov.in/sites/default/files/QF-%20Handloom%20Design%20%28manual%29.pdf
1143,Oﬃce Administration & Facility Management,2020/OAFM/MEPSC/3610,Survey Supervisor,https://nqr.gov.in/sites/default/files/Survey%20Supervisor.pdf
1144,Textile & Handloom,2020/TEXT/MOT/03763,Handloom Hand Dyer,https://nqr.gov.in/sites/default/files/QF-%20Handloom%20Hand%20Dyer.pdf
1145,Textile & Handloom,2020/TEXT/MOT/03613,Handloom Hand Block Printer,https://nqr.gov.in/sites/default/files/QF-%20HANDLOOM%20HANDBLOCK%20PRINTER.pdf
1146,Textile & Handloom,2020/TEXT/MOT/03767,Wool Cleaning and Scouring Supervisor,https://nqr.gov.in/sites/default/files/Q%20File%20-%20Wool%20Cleaning%20and%20Scouring%20Supervisor-converted.pdf
1147,Textile & Handloom,2020/TEXT/MOT/03768,Wool Dyeing Supervisor,https://nqr.gov.in/sites/default/files/QF-Wool%20Dyeing%20Supervisor.pdf
1148,Textile & Handloom,2020/TEXT/MOT/03618,Wool Fibre Dyeing Machine Operator,https://nqr.gov.in/sites/default/files/QF%20WOOL%20FIBER%20DYEING%20MACHINE%20OPERATOR_0.pdf
1149,Automotive,2020/AUT/DGT/03755,Automotive Body Repairing Technician,https://nqr.gov.in/sites/default/files/QF_Automotive%20Body%20Repairing%20Technician_FLX_NSQF-4%20%281%29.pdf
1150,Automotive,2020/AUT/DGT/03757,Automotive Manufacturing Technician,https://nqr.gov.in/sites/default/files/QF_Automotive%20Manufacturing%20Technician_FLX1.1_NSQF-5.pdf
1151,Automotive,2020/AUT/DGT/03756,Automotive Servicing and Repairing Technician,https://nqr.gov.in/sites/default/files/QF_Automotive%20Servicing%20%26%20Repairing%20Technician_FLX_NSQF-5.pdf
1152,Automotive,2020/AUT/DGT/03754,AUTOMOTIVE BODY PAINTER,https://nqr.gov.in/sites/default/files/QF_Final%20Automotive%20Body%20Painter_FLX1.1_NSQF-4.pdf
1153,Aerospace & Aviation,2020/AA/DGT/03619,Remotely Piloted Aircraft (RPA)/ Drone Pilot,https://nqr.gov.in/sites/default/files/QF_RPA-Drone%20Pilot_CTS1.2_NSQF-4-converted.pdf
1154,Automotive,2020/AUT/DGT/03752,ADVANCED DIPLOMA (VOCATIONAL) IN AUTOMOTIVE TECHNOLOGY,https://nqr.gov.in/sites/default/files/QF_Adv.%20Dip%28V%29_Automotive%20Tech._1.1_NSQF-6.pdf
1155,Capital Goods & Manufacturing,2020/CCM/DGT/03672,WELDER (WELDING INSPECTION,https://nqr.gov.in/sites/default/files/QF_Welder%20%28Welding%20_%20Inspection%29_CTS1.2_NSQF-3-converted.pdf
1156,Textile & Handloom,2020/TEXT/MOT/03617,Wool Fibre Scouring Machine Operator,https://nqr.gov.in/sites/default/files/QF-%20Wool%20Fibre%20Scouring%20machine%20Operator_0.pdf
1157,IT-ITeS,2020/ITES/DGT/03712,INFORMATION COMMUNICATION TECHNOLOGY SYSTEM MAINTENANCE,https://nqr.gov.in/sites/default/files/QF_ICTSM_CTS1.2_NSQF-5.pdf
1158,Apparel,2020/APR/DGT/03623,‘COMPUTER AIDED EMBROIDERY DESIGNING,https://nqr.gov.in/sites/default/files/QF_CAED_CTS1.2_NSQF-4.pdf
1159,Apparel,2020/APR/DGT/03624,CUTTING SEWING (Visually Impaired,https://nqr.gov.in/sites/default/files/QF_Cutting%20_%20Sewing%20%28VI%20_%20OD%29_CTS1.2_NSQF-3.pdf
1160,Automotive,2020/AUT/DG/03634,MECHANIC DIESEL,https://nqr.gov.in/sites/default/files/QF_Mechanic%20Diesel_CTS1.2_NSQF-4-converted.pdf
